School Code,Teacher,Date,Julian,Tree ID,Species Code,Total Buds,Open Buds,Leaf Length (cm)
AHE,Rosenthal,2012-05-21,142,7,WO,12,9,18
AHE,Rosenthal,2012-05-21,142,8,RO,12,10,24
AHE,Rosenthal,2012-05-21,142,9,BB,6,6,11
AHE,Rosenthal,2012-05-21,142,10,SA,15,15,13
AHE,Rosenthal,2012-05-21,142,11,WB,12,12,10
AHE,Rosenthal,2012-05-21,142,12,RM,12,12,12
AHE,Rosenthal,2013-04-10,100,6,WB,12,0,NA
AHE,Rosenthal,2013-04-10,100,7,WO,11,0,NA
AHE,Rosenthal,2013-04-10,100,8,RO,11,0,NA
AHE,Rosenthal,2013-04-10,100,10,SA,12,0,NA
AHE,Rosenthal,2013-04-10,100,11,WB,12,9,2
AHE,Rosenthal,2013-04-11,101,1,SH,12,0,NA
AHE,Rosenthal,2013-04-11,101,2,SA,12,0,NA
AHE,Rosenthal,2013-04-11,101,3,RM,12,0,NA
AHE,Rosenthal,2013-04-11,101,4,BC,12,0,NA
AHE,Rosenthal,2013-04-24,114,1,SH,12,0,NA
AHE,Rosenthal,2013-04-24,114,2,SA,12,0,NA
AHE,Rosenthal,2013-04-24,114,3,RM,12,1,2
AHE,Rosenthal,2013-04-24,114,4,BC,12,12,2
AHE,Rosenthal,2013-04-25,115,6,WB,10,0,NA
AHE,Rosenthal,2013-04-25,115,7,WO,11,0,NA
AHE,Rosenthal,2013-04-25,115,8,RO,11,3,2
AHE,Rosenthal,2013-04-25,115,10,SA,12,2,NA
AHE,Rosenthal,2013-04-25,115,11,WB,12,12,3
AHE,Rosenthal,2013-04-29,119,6,WB,9,9,2
AHE,Rosenthal,2013-04-29,119,7,WO,11,0,NA
AHE,Rosenthal,2013-04-29,119,8,RO,10,7,2
AHE,Rosenthal,2013-04-29,119,10,SA,12,2,NA
AHE,Rosenthal,2013-04-29,119,11,WB,12,12,4
AHE,Rosenthal,2013-04-30,120,1,SH,12,0,NA
AHE,Rosenthal,2013-04-30,120,2,SA,12,9,NA
AHE,Rosenthal,2013-04-30,120,3,RM,12,12,4
AHE,Rosenthal,2013-04-30,120,4,BC,12,12,5
AHE,Rosenthal,2013-05-03,123,6,WB,9,9,4
AHE,Rosenthal,2013-05-03,123,7,WO,11,5,1
AHE,Rosenthal,2013-05-03,123,8,RO,10,7,6
AHE,Rosenthal,2013-05-03,123,10,SA,11,9,2
AHE,Rosenthal,2013-05-03,123,11,WB,12,12,7
AHE,Rosenthal,2013-05-06,126,1,SH,12,0,NA
AHE,Rosenthal,2013-05-06,126,2,SA,12,12,4
AHE,Rosenthal,2013-05-06,126,3,RM,12,12,7
AHE,Rosenthal,2013-05-06,126,4,BC,12,12,8
AHE,Rosenthal,2013-05-07,127,6,WB,9,9,6
AHE,Rosenthal,2013-05-07,127,7,WO,11,8,3
AHE,Rosenthal,2013-05-07,127,8,RO,10,10,9
AHE,Rosenthal,2013-05-07,127,10,SA,11,10,4
AHE,Rosenthal,2013-05-07,127,11,WB,12,12,9
AHE,Rosenthal,2013-05-14,134,6,WB,9,9,7
AHE,Rosenthal,2013-05-14,134,7,WO,11,11,8
AHE,Rosenthal,2013-05-14,134,8,RO,9,9,14
AHE,Rosenthal,2013-05-14,134,10,SA,11,11,7
AHE,Rosenthal,2013-05-14,134,11,WB,12,12,10
AHE,Rosenthal,2013-05-15,135,1,SH,12,2,7
AHE,Rosenthal,2013-05-15,135,2,SA,12,12,8
AHE,Rosenthal,2013-05-15,135,3,RM,12,12,11
AHE,Rosenthal,2013-05-15,135,4,BC,12,12,10
AHE,Rosenthal,2014-04-11,101,1,SH,12,0,NA
AHE,Rosenthal,2014-04-11,101,2,SA,12,0,NA
AHE,Rosenthal,2014-04-11,101,4,BC,12,0,NA
AHE,Rosenthal,2014-04-11,101,6,WB,12,0,NA
AHE,Rosenthal,2014-04-11,101,7,WO,12,0,NA
AHE,Rosenthal,2014-04-11,101,8,RO,12,0,NA
AHE,Rosenthal,2014-04-11,101,10,SA,12,0,NA
AHE,Rosenthal,2014-04-11,101,11,WB,18,0,NA
AHE,Rosenthal,2014-04-11,101,13,RM,12,0,NA
AHE,Rosenthal,2014-04-28,118,1,SH,12,0,NA
AHE,Rosenthal,2014-04-28,118,2,SA,11,0,NA
AHE,Rosenthal,2014-04-28,118,11,WB,18,17,2.5
AHE,Rosenthal,2014-04-29,119,4,BC,12,12,2.5
AHE,Rosenthal,2014-04-29,119,6,WB,12,0,NA
AHE,Rosenthal,2014-04-29,119,7,WO,12,0,NA
AHE,Rosenthal,2014-04-29,119,8,RO,12,0,NA
AHE,Rosenthal,2014-04-29,119,10,SA,12,0,NA
AHE,Rosenthal,2014-04-29,119,13,RM,12,5,1.5
AHE,Rosenthal,2014-05-05,125,4,BC,12,12,4.5
AHE,Rosenthal,2014-05-05,125,6,WB,12,4,2.5
AHE,Rosenthal,2014-05-05,125,7,WO,12,0,NA
AHE,Rosenthal,2014-05-05,125,8,RO,12,12,2.5
AHE,Rosenthal,2014-05-05,125,10,SA,12,6,4
AHE,Rosenthal,2014-05-05,125,11,WB,18,18,7
AHE,Rosenthal,2014-05-05,125,13,RM,12,12,2.5
AHE,Rosenthal,2014-05-06,126,1,SH,12,0,NA
AHE,Rosenthal,2014-05-06,126,2,SA,11,9,2
AHE,Rosenthal,2014-05-10,130,6,WB,12,12,4.5
AHE,Rosenthal,2014-05-13,133,1,SH,12,0,NA
AHE,Rosenthal,2014-05-13,133,2,SA,11,11,5
AHE,Rosenthal,2014-05-14,134,4,BC,12,12,9
AHE,Rosenthal,2014-05-14,134,6,WB,12,12,6.5
AHE,Rosenthal,2014-05-14,134,7,WO,12,9,3
AHE,Rosenthal,2014-05-14,134,8,RO,12,12,10.5
AHE,Rosenthal,2014-05-14,134,10,SA,12,6,5
AHE,Rosenthal,2014-05-14,134,11,WB,18,18,8
AHE,Rosenthal,2014-05-14,134,13,RM,12,12,9
AHE,Rosenthal,2014-05-19,139,1,SH,12,2,5.5
AHE,Rosenthal,2014-05-19,139,2,SA,11,11,10.5
AHE,Rosenthal,2014-05-20,140,4,BC,12,12,12
AHE,Rosenthal,2014-05-20,140,7,WO,12,11,8
AHE,Rosenthal,2014-05-20,140,8,RO,12,12,16
AHE,Rosenthal,2014-05-20,140,10,SA,12,12,7.5
AHE,Rosenthal,2014-05-20,140,11,WB,18,18,9
AHE,Rosenthal,2014-05-20,140,13,RM,12,12,11.5
AHE,Rosenthal,2014-05-30,150,1,SH,12,12,30
AHE,Rosenthal,2014-05-30,150,2,SA,11,11,15.5
AHE,Rosenthal,2014-06-02,153,4,BC,12,12,14
AHE,Rosenthal,2014-06-02,153,6,WB,12,12,7.5
AHE,Rosenthal,2014-06-02,153,7,WO,12,12,24
AHE,Rosenthal,2014-06-02,153,8,RO,12,12,21
AHE,Rosenthal,2014-06-02,153,10,SA,12,12,13
AHE,Rosenthal,2014-06-02,153,11,WB,18,18,10
AHE,Rosenthal,2014-06-02,153,13,RM,12,12,12
AHE,Rosenthal,2015-04-15,105,1,SH,12,0,0
AHE,Rosenthal,2015-04-15,105,2,SA,12,0,0
AHE,Rosenthal,2015-04-15,105,13,SM,12,0,0
AHE,Rosenthal,2015-04-16,106,4,BC,12,0,0
AHE,Rosenthal,2015-04-16,106,7,WO,12,0,0
AHE,Rosenthal,2015-04-16,106,8,RO,12,0,0
AHE,Rosenthal,2015-04-16,106,10,SA,12,0,0
AHE,Rosenthal,2015-04-16,106,11,WB,12,0,0
AHE,Rosenthal,2015-04-16,106,12,RM,13,0,0
AHE,Rosenthal,2015-04-27,117,1,SH,12,0,0
AHE,Rosenthal,2015-04-27,117,2,SA,12,0,0
AHE,Rosenthal,2015-04-27,117,13,SM,12,0,0
AHE,Rosenthal,2015-04-28,118,4,BC,12,12,4
AHE,Rosenthal,2015-04-28,118,7,WO,12,0,0
AHE,Rosenthal,2015-04-28,118,8,RO,12,0,0
AHE,Rosenthal,2015-04-28,118,10,SA,12,0,0
AHE,Rosenthal,2015-04-28,118,11,WB,12,3,2
AHE,Rosenthal,2015-04-28,118,12,RM,12,0,0
AHE,Rosenthal,2015-05-01,121,1,SH,12,0,0
AHE,Rosenthal,2015-05-01,121,2,SA,12,0,0
AHE,Rosenthal,2015-05-01,121,13,SM,12,7,1.5
AHE,Rosenthal,2015-05-04,124,4,BC,12,12,8.5
AHE,Rosenthal,2015-05-04,124,7,WO,12,0,0
AHE,Rosenthal,2015-05-04,124,8,RO,12,12,3.5
AHE,Rosenthal,2015-05-04,124,10,SA,12,0,0
AHE,Rosenthal,2015-05-04,124,11,WB,12,12,5
AHE,Rosenthal,2015-05-04,124,12,RM,12,0,0
AHE,Rosenthal,2015-05-05,125,1,SH,12,0,0
AHE,Rosenthal,2015-05-05,125,2,SA,12,0,0
AHE,Rosenthal,2015-05-05,125,13,SM,12,12,3
AHE,Rosenthal,2015-05-07,127,4,BC,12,12,9.5
AHE,Rosenthal,2015-05-07,127,7,WO,12,1,2
AHE,Rosenthal,2015-05-07,127,8,RO,12,12,9
AHE,Rosenthal,2015-05-07,127,10,SA,12,0,0
AHE,Rosenthal,2015-05-07,127,11,WB,12,12,7.5
AHE,Rosenthal,2015-05-07,127,12,RM,12,7,4
AHE,Rosenthal,2015-05-08,128,1,SH,12,0,0
AHE,Rosenthal,2015-05-08,128,2,SA,12,0,0
AHE,Rosenthal,2015-05-08,128,13,SM,12,12,7.5
AHE,Rosenthal,2015-05-12,132,4,BC,12,12,14.5
AHE,Rosenthal,2015-05-12,132,7,WO,12,12,8
AHE,Rosenthal,2015-05-12,132,8,RO,12,12,19.5
AHE,Rosenthal,2015-05-12,132,10,SA,12,0,0
AHE,Rosenthal,2015-05-12,132,11,WB,12,12,10
AHE,Rosenthal,2015-05-12,132,12,RM,12,8,9
AHE,Rosenthal,2015-05-14,134,1,SH,12,2,12.5
AHE,Rosenthal,2015-05-14,134,2,SA,11,6,9
AHE,Rosenthal,2015-05-14,134,13,SM,12,12,10
AHE,Rosenthal,2015-05-20,140,4,BC,12,12,16
AHE,Rosenthal,2015-05-20,140,7,WO,12,12,17.5
AHE,Rosenthal,2015-05-20,140,8,RO,12,12,19.5
AHE,Rosenthal,2015-05-20,140,10,SA,6,1,2
AHE,Rosenthal,2015-05-20,140,11,WB,12,12,10.5
AHE,Rosenthal,2015-05-20,140,12,RM,12,9,9.5
AHE,Rosenthal,2015-05-21,141,1,SH,12,7,34
AHE,Rosenthal,2015-05-21,141,2,SA,11,11,12.5
AHE,Rosenthal,2015-05-21,141,13,SM,12,12,10.5
AHS,Scott,2008-04-03,94,1,WO,6,0,NA
AHS,Scott,2008-04-03,94,2,SA,6,0,NA
AHS,Scott,2008-04-03,94,3,BT,6,0,NA
AHS,Scott,2008-04-03,94,4,WO,6,NA,NA
AHS,Scott,2008-04-03,94,5,RM,6,0,NA
AHS,Scott,2008-04-03,94,6,CH,6,0,NA
AHS,Scott,2008-04-03,94,7,WO,6,NA,NA
AHS,Scott,2008-04-03,94,8,SA,6,NA,NA
AHS,Scott,2008-04-03,94,8,SA,6,0,NA
AHS,Scott,2008-04-03,94,9,CH,6,NA,NA
AHS,Scott,2008-04-07,98,8,SA,6,0,NA
AHS,Scott,2008-04-07,98,9,CH,6,0,NA
AHS,Scott,2008-04-08,99,1,WO,6,0,NA
AHS,Scott,2008-04-08,99,2,SA,6,0,NA
AHS,Scott,2008-04-08,99,3,BT,6,0,NA
AHS,Scott,2008-04-08,99,4,WO,6,NA,NA
AHS,Scott,2008-04-08,99,5,RM,6,0,NA
AHS,Scott,2008-04-08,99,6,CH,6,0,NA
AHS,Scott,2008-04-08,99,7,WO,6,NA,NA
AHS,Scott,2008-04-08,99,8,SA,6,NA,NA
AHS,Scott,2008-04-08,99,9,CH,6,NA,NA
AHS,Scott,2008-04-11,102,1,WO,6,0,NA
AHS,Scott,2008-04-11,102,2,SA,6,0,NA
AHS,Scott,2008-04-11,102,3,BT,6,0,NA
AHS,Scott,2008-04-11,102,4,WO,6,NA,NA
AHS,Scott,2008-04-11,102,5,RM,6,0,NA
AHS,Scott,2008-04-11,102,6,CH,6,0,NA
AHS,Scott,2008-04-11,102,7,WO,6,NA,NA
AHS,Scott,2008-04-11,102,8,SA,6,NA,NA
AHS,Scott,2008-04-11,102,9,CH,6,NA,NA
AHS,Scott,2008-04-12,103,9,CH,6,0,NA
AHS,Scott,2008-04-16,107,1,WO,6,0,NA
AHS,Scott,2008-04-16,107,2,SA,6,0,NA
AHS,Scott,2008-04-16,107,3,BT,6,0,NA
AHS,Scott,2008-04-16,107,4,WO,6,NA,NA
AHS,Scott,2008-04-16,107,5,RM,6,0,NA
AHS,Scott,2008-04-16,107,6,CH,6,0,NA
AHS,Scott,2008-04-16,107,7,WO,6,NA,NA
AHS,Scott,2008-04-16,107,8,SA,6,0,NA
AHS,Scott,2008-04-16,107,8,SA,6,NA,NA
AHS,Scott,2008-04-16,107,9,CH,6,0,NA
AHS,Scott,2008-04-16,107,9,CH,6,NA,NA
AHS,Scott,2008-04-18,109,1,WO,6,0,NA
AHS,Scott,2008-04-18,109,2,SA,6,0,NA
AHS,Scott,2008-04-18,109,3,BT,6,0,NA
AHS,Scott,2008-04-18,109,4,WO,6,NA,NA
AHS,Scott,2008-04-18,109,5,RM,6,0,NA
AHS,Scott,2008-04-18,109,6,CH,6,0,NA
AHS,Scott,2008-04-18,109,7,WO,6,NA,NA
AHS,Scott,2008-04-18,109,8,SA,6,NA,NA
AHS,Scott,2008-04-18,109,9,CH,6,NA,NA
AHS,Scott,2008-04-28,119,1,WO,6,0,NA
AHS,Scott,2008-04-28,119,2,SA,6,6,NA
AHS,Scott,2008-04-28,119,3,BT,6,0,NA
AHS,Scott,2008-04-28,119,4,WO,6,NA,NA
AHS,Scott,2008-04-28,119,5,RM,6,0,NA
AHS,Scott,2008-04-28,119,6,CH,6,0,NA
AHS,Scott,2008-04-28,119,7,WO,6,NA,NA
AHS,Scott,2008-04-28,119,8,SA,6,NA,NA
AHS,Scott,2008-04-28,119,8,SA,6,1,NA
AHS,Scott,2008-04-28,119,9,CH,6,NA,NA
AHS,Scott,2008-04-28,119,9,CH,6,6,NA
AHS,Scott,2008-05-01,122,9,CH,6,6,NA
AHS,Scott,2008-05-05,126,1,WO,6,3,NA
AHS,Scott,2008-05-05,126,2,SA,6,6,NA
AHS,Scott,2008-05-05,126,3,BT,6,0,NA
AHS,Scott,2008-05-05,126,4,WO,6,NA,NA
AHS,Scott,2008-05-05,126,5,RM,6,2,NA
AHS,Scott,2008-05-05,126,6,CH,6,0,NA
AHS,Scott,2008-05-05,126,7,WO,6,NA,NA
AHS,Scott,2008-05-05,126,8,SA,6,NA,NA
AHS,Scott,2008-05-05,126,8,SA,6,2,NA
AHS,Scott,2008-05-05,126,9,CH,6,6,NA
AHS,Scott,2008-05-05,126,9,CH,6,NA,NA
AHS,Scott,2008-05-09,130,1,WO,6,4,NA
AHS,Scott,2008-05-09,130,2,SA,6,6,NA
AHS,Scott,2008-05-09,130,3,BT,6,1,NA
AHS,Scott,2008-05-09,130,4,WO,6,NA,NA
AHS,Scott,2008-05-09,130,5,RM,6,5,NA
AHS,Scott,2008-05-09,130,6,CH,6,0,NA
AHS,Scott,2008-05-09,130,7,WO,6,NA,NA
AHS,Scott,2008-05-09,130,8,SA,6,NA,NA
